EH[3] Te[3] dEH[3] EH[3] Te[3] dEH[3]





One-dimensional model
Timestep=      2
j, (j+.5)*DNHI, y1H[j], y1He[j], EH[j], Te[j], EHII[j], THII[j], dEH[j], tauHIIe[j]
  95 2.38750E+18 0.999918396255995 0.999650 0.000102 9.938032781275197 0.000000 0.000000000000000 0.0000000000000000000204115631403005532548987715401577973063078490846774685823702966125381408346584067 0.0000000000000000000283959258609782763911156168036177150175245465537533936205283335851845549768768251
  96 2.41250E+18 0.999921123129876 0.999658 0.000099 9.679411095393409 0.000000 0.000000000000000 0.0000000000000000000198802205887821368846778102059668018300549402194236960615160436649517805562936701 0.0000000000000000000274472382395555271452137304799151127203572441388857453209784709180496520275482908
  97 2.43750E+18 0.999923744816950 0.999667 0.000097 9.428916759916746 0.000000 0.000000000000000 0.0000000000000000000193655814571361414384612067042126357455754646809971189209791109231417749469983391 0.0000000000000000000265351391258996648730457265716527554333472516444901161017204394010349233212764375
  98 2.46250E+18 0.999926265914182 0.999674 0.000094 9.186253810946548 0.000000 0.000000000000000 0.0000000000000000000188670372263916868575568529497190784930898072457580849224829944166259565463406034 0.0000000000000000000256580297512886140957145925152538682153034854609811662323227976489903312540263869
  99 2.48750E+18 0.999928690791467 0.999682 0.000092 8.951138498604182 0.000000 0.000000000000000 0.0000000000000000000183840045041460408431743040960850203274736577968600080719950573548970851334161125 0.0000000000000000000248143903069882869654836903180729160659835207246390686801860991916868215412250720
 100 2.51250E+18 0.999931023604347 0.999689 0.000089 8.723298719859473 0.000000 0.000000000000000 0.0000000000000000000179159238569028957195420202639177101899872154852740569722265029373176048466120847 0.0000000000000000000240027755239294854736495021368304480884581520318764145558929068435816134297056124
 101 2.53750E+18 0.999933268305915 0.999697 0.000087 8.502473480978122 0.000000 0.000000000000000 0.0000000000000000000174622587034500819153371629374474773035955045493096860365761502364989610214252025 0.0000000000000000000232218105325869820514934823166728905338384732558480041757741074714971318826428615
 102 2.56250E+18 0.999935428657973 0.999704 0.000085 8.288412387851354 0.000000 0.000000000000000 0.0000000000000000000170224942656933027162456739507677699322509331342696654800102085136614959992584772 0.0000000000000000000224701869837151673662767281435203974910330456466626481478593424512268938997294754
 103 2.58750E+18 0.999937508241494 0.999711 0.000083 8.080875162584487 0.000000 0.000000000000000 0.0000000000000000000165961365735961865402217560557126976678419073839828646373811826819633097329642624 0.0000000000000000000217466594105172317304768146810730176709108093182508712011211104986330155952600762
 104 2.61250E+18 0.999939510466438 0.999717 0.000081 7.879631184826721 0.000000 0.000000000000000 0.0000000000000000000161827115210958830734440930989804019011346546888928618645499268868803710574866273 0.0000000000000000000210500418165392431814599718109455211937632486746579577692115026188446336163906381
 105 2.63750E+18 0.999941438580962 0.999724 0.000079 7.684459056422119 0.000000 0.000000000000000 0.0000000000000000000157817639700647946084484476597156428268292699933804184523472580181646662822458893 0.0000000000000000000203792044722649337012850085691310385557936583893702997723196279622470683534629643
 106 2.66250E+18 0.999943295680073 0.999730 0.000077 7.495146188052800 0.000000 0.000000000000000 0.0000000000000000000153928568995772845501835119882331519768420698435381477721731191543597105919616297 0.0000000000000000000197330709067145004150950555665509258410071118363978600056436729648368100242805667
